meeting_id,bank,meeting_date,doc_id,document_subtype,category,title,speaker,date_au,days_after_meeting,text_file,source_url,meeting_relation,linkage_confidence
ECB_2021_03,ECB,2021-03-11,DOC_94A7C3834A4F,speech,Speeches,Paving the path to recovery by preserving favourable financing conditions,preserving favourable financing conditions,2021-03-25,14,data\ECB\Speeches\2021-03-25 - preserving favourable financing conditions - Paving the path to recovery by preserving favourable financing conditions.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210325~e424a7f6cf.en.html,speech_after_meeting,0.7
ECB_2021_03,ECB,2021-03-11,DOC_0708D80058DB,speech,Speeches,Stabilising the economic outlook,Stabilising the economic outlook,2021-03-27,16,data\ECB\Speeches\2021-03-27 - Stabilising the economic outlook - Stabilising the economic outlook.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210327~7b65e6526e.en.html,speech_after_meeting,0.7
ECB_2021_03,ECB,2021-03-11,DOC_5DF19C6F2FBE,speech,Speeches,IMFC Statement,Statement by Christine Lagarde,2021-04-08,28,data\ECB\Speeches\2021-04-08 - Statement by Christine Lagarde - IMFC Statement.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210408~87574463be.en.html,speech_after_meeting,0.7
ECB_2021_03,ECB,2021-03-11,DOC_8DEB7EBD47CE,speech,Speeches,Presentation of the ECB Annual Report 2020 to the Committee on Economic and Monetary Affairs of the European Parliament,"Luis de Guindos, Vice",2021-04-14,34,"data\ECB\Speeches\2021-04-14 - Luis de Guindos, Vice - Presentation of the ECB Annual Report 2020 to the Committee on Economic and Monetary Affairs of the European Parl.txt",https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210414~4291d0b4db.en.html,speech_after_meeting,0.7
ECB_2021_04,ECB,2021-04-22,DOC_BEA24D1525A8,press_conference,Press Conference Q&A,"Christine Lagarde, Luis de Guindos: Introductory statement to the press conference (with Q&A)","Christine Lagarde, Luis de Guindos",2021-04-22,0,"data\ECB\Press Conference Q&A\2021-04-22 - Christine Lagarde, Luis de Guindos_ Introductory statement to the press conference (with Q&A).txt",https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210422~b0ad2d3414.en.html,press_conference_for_meeting,0.9
ECB_2021_04,ECB,2021-04-22,DOC_7631561D0A30,statement,Monetary Policy,Monetary policy decisions,,2021-04-22,0,data\ECB\Monetary Policy\2021-04-22 - Monetary policy decisions.txt,https://www.ecb.europa.eu/press/pr/date/2021/html/ecb.mp210422~f075ebe1f0.en.html,anchor_statement,1.0
ECB_2021_04,ECB,2021-04-22,DOC_E9A8CE491CCA,speech,Speeches,Monetary autonomy in a globalised world,Welcome address by Fabio Panetta,2021-04-26,4,data\ECB\Speeches\2021-04-26 - Welcome address by Fabio Panetta - Monetary autonomy in a globalised world.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210426~0ac9c74462.en.html,speech_after_meeting,0.7
ECB_2021_04,ECB,2021-04-22,DOC_D2956A095C5B,speech,Speeches,All the way to zero: guiding banks towards a carbon-neutral Europe,All the way to zero,2021-04-29,7,data\ECB\Speeches\2021-04-29 - All the way to zero - All the way to zero_ guiding banks towards a carbon-neutral Europe.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210429~3f8606edca.en.html,speech_after_meeting,0.7
ECB_2021_04,ECB,2021-04-22,DOC_FD7329C40035,speech,Speeches,Towards a green capital markets union for Europe,Speech by Christine Lagarde,2021-05-06,14,data\ECB\Speeches\2021-05-06 - Speech by Christine Lagarde - Towards a green capital markets union for Europe.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210506~4ec98730ee.en.html,speech_after_meeting,0.7
ECB_2021_04,ECB,2021-04-22,DOC_535897F7F3B4,speech,Speeches,At the edge of tomorrow: preparing the future of European retail payments,At the edge of tomorrow,2021-05-19,27,data\ECB\Speeches\2021-05-19 - At the edge of tomorrow - At the edge of tomorrow_ preparing the future of European retail payments.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210519~6a4523d953.en.html,speech_after_meeting,0.7
ECB_2021_04,ECB,2021-04-22,DOC_E7D4F56BEF7D,speech,Speeches,Climate change and financial integration,"Luis de Guindos, Vice",2021-05-27,35,"data\ECB\Speeches\2021-05-27 - Luis de Guindos, Vice - Climate change and financial integration.txt",https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210527~6500964615.en.html,speech_after_meeting,0.7
ECB_2021_04,ECB,2021-04-22,DOC_22EE47486154,speech,Speeches,Learning the right lessons from the past,Speech by Christine Lagarde,2021-06-02,41,data\ECB\Speeches\2021-06-02 - Speech by Christine Lagarde - Learning the right lessons from the past.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210602~41661afb3a.en.html,speech_after_meeting,0.7
ECB_2021_04,ECB,2021-04-22,DOC_A44B7F9D09A4,speech,Speeches,The embrace of the horizon: Forcefully moving with the changing tide for climate action in financial sector policies,The embrace of the horizon,2021-06-03,42,data\ECB\Speeches\2021-06-03 - The embrace of the horizon - The embrace of the horizon_ Forcefully moving with the changing tide for climate action in financial sector.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210603~2da57607e2.en.html,speech_after_meeting,0.7
ECB_2021_06,ECB,2021-06-10,DOC_BCCFB8557434,press_conference,Press Conference Q&A,"Christine Lagarde, Luis de Guindos: Introductory statement to the press conference (with Q&A)","Christine Lagarde, Luis de Guindos",2021-06-10,0,"data\ECB\Press Conference Q&A\2021-06-10 - Christine Lagarde, Luis de Guindos_ Introductory statement to the press conference (with Q&A).txt",https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210610~115f4c0246.en.html,press_conference_for_meeting,0.9
ECB_2021_06,ECB,2021-06-10,DOC_BCB102E507F0,statement,Monetary Policy,Monetary policy decisions,,2021-06-10,0,data\ECB\Monetary Policy\2021-06-10 - Monetary policy decisions.txt,https://www.ecb.europa.eu/press/pr/date/2021/html/ecb.mp210610~b4d5381df0.en.html,anchor_statement,1.0
ECB_2021_06,ECB,2021-06-10,DOC_A37DE1117442,speech,Speeches,From market neutrality to market efficiency,Welcome address by Isabel Schnabel,2021-06-14,4,data\ECB\Speeches\2021-06-14 - Welcome address by Isabel Schnabel - From market neutrality to market efficiency.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210614~162bd7c253.en.html,speech_after_meeting,0.7
ECB_2021_06,ECB,2021-06-10,DOC_8045648136E1,speech,Speeches,Cash still king in times of COVID-19,Keynote speech by Fabio Panetta,2021-06-15,5,data\ECB\Speeches\2021-06-15 - Keynote speech by Fabio Panetta - Cash still king in times of COVID-19.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210615~05b32c4e55.en.html,speech_after_meeting,0.7
ECB_2021_06,ECB,2021-06-10,DOC_65B4F16A0758,speech,Speeches,Patchy data is a good start: from Kuznets and Clark to supervisors and climate,Patchy data is a good start,2021-06-16,6,data\ECB\Speeches\2021-06-16 - Patchy data is a good start - Patchy data is a good start_ from Kuznets and Clark to supervisors and climate.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210616~44c5a95300.en.html,speech_after_meeting,0.7
ECB_2021_06,ECB,2021-06-10,DOC_3B31C102B92F,speech,Speeches,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,Introductory statement by Christine Lagarde,2021-06-21,11,data\ECB\Speeches\2021-06-21 - Introductory statement by Christine Lagarde - Hearing of the Committee on Economic and Monetary Affairs of the European Parliament.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210621~352acef702.en.html,speech_after_meeting,0.7
ECB_2021_06,ECB,2021-06-10,DOC_08BC278AA3B6,speech,Speeches,Financing a green and digital recovery,Speech by Christine Lagarde,2021-06-29,19,data\ECB\Speeches\2021-06-29 - Speech by Christine Lagarde - Financing a green and digital recovery.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210629~e6458f8392.en.html,speech_after_meeting,0.7
ECB_2021_06,ECB,2021-06-10,DOC_DFB995EB1A07,speech,Speeches,Escaping low inflation?,Speech by Isabel Schnabel,2021-07-03,23,data\ECB\Speeches\2021-07-03 - Speech by Isabel Schnabel - Escaping low inflation_.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210703~f221554ff2.en.html,speech_after_meeting,0.7
ECB_2021_06,ECB,2021-06-10,DOC_B4524FBE158C,speech,Speeches,"Climate Change and Central Banks: Analysing, Advising and Acting",Climate Change and Central Banks,2021-07-11,31,"data\ECB\Speeches\2021-07-11 - Climate Change and Central Banks - Climate Change and Central Banks_ Analysing, Advising and Acting.txt",https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210711~ffe35034d0.en.html,speech_after_meeting,0.7
ECB_2021_06,ECB,2021-06-10,DOC_23CFB5086F07,speech,Speeches,A new strategy for a changing world,Speech by Isabel Schnabel,2021-07-14,34,data\ECB\Speeches\2021-07-14 - Speech by Isabel Schnabel - A new strategy for a changing world.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210714~0d62f657bc.en.html,speech_after_meeting,0.7
ECB_2021_07,ECB,2021-07-22,DOC_0A0800031A2F,other,Press Conference Q&A,"Christine Lagarde, Luis de Guindos: Monetary policy statement (with Q&A)","Christine Lagarde, Luis de Guindos",2021-07-22,0,"data\ECB\Press Conference Q&A\2021-07-22 - Christine Lagarde, Luis de Guindos_ Monetary policy statement (with Q&A).txt",https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210722~13e7f5e795.en.html,other_in_meeting_window,0.4
ECB_2021_07,ECB,2021-07-22,DOC_516FC908994F,statement,Monetary Policy,Monetary policy decisions,,2021-07-22,0,data\ECB\Monetary Policy\2021-07-22 - Monetary policy decisions.txt,https://www.ecb.europa.eu/press/pr/date/2021/html/ecb.mp210722~48dc3b436b.en.html,anchor_statement,1.0
ECB_2021_07,ECB,2021-07-22,DOC_5D7A34C2A8B4,speech,Speeches,The rise of non-bank finance and its implications for monetary policy transmission,Speech by Isabel Schnabel,2021-08-24,33,data\ECB\Speeches\2021-08-24 - Speech by Isabel Schnabel - The rise of non-bank finance and its implications for monetary policy transmission.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210824~9ab47b501b.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_4F7EDC99375B,other,Press Conference Q&A,"Christine Lagarde, Luis de Guindos: Monetary policy statement (with Q&A)","Christine Lagarde, Luis de Guindos",2021-09-09,0,"data\ECB\Press Conference Q&A\2021-09-09 - Christine Lagarde, Luis de Guindos_ Monetary policy statement (with Q&A).txt",https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210909~b2d882f724.en.html,other_in_meeting_window,0.4
ECB_2021_09,ECB,2021-09-09,DOC_E5FDF02F015F,statement,Monetary Policy,Monetary policy decisions,,2021-09-09,0,data\ECB\Monetary Policy\2021-09-09 - Monetary policy decisions.txt,https://www.ecb.europa.eu/press/pr/date/2021/html/ecb.mp210909~2c94b35639.en.html,anchor_statement,1.0
ECB_2021_09,ECB,2021-09-09,DOC_53BFFAD36073,speech,Speeches,New narratives on monetary policy – the spectre of inflation,the spectre of inflation,2021-09-13,4,data\ECB\Speeches\2021-09-13 - the spectre of inflation - New narratives on monetary policy – the spectre of inflation.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210913~031462fe79.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_69E9D5BEBE68,speech,Speeches,The monetary policy non-puzzle in bond markets,Speech by Isabel Schnabel,2021-09-15,6,data\ECB\Speeches\2021-09-15 - Speech by Isabel Schnabel - The monetary policy non-puzzle in bond markets.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210915~75de3a2dfa.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_AC61455E7440,speech,Speeches,Asset purchases: from crisis to recovery,Asset purchases,2021-09-20,11,data\ECB\Speeches\2021-09-20 - Asset purchases - Asset purchases_ from crisis to recovery.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210920~ae2c7412dc.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_27F291B7E0BF,speech,Speeches,Integrating the climate and environmental challenge into the missions of central banks and supervisors,Frank Elderson,2021-09-23,14,data\ECB\Speeches\2021-09-23 - Frank Elderson - Integrating the climate and environmental challenge into the missions of central banks and supervisors.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210923~0c7bd9c596.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_07BBFE372B40,speech,Speeches,Structural change and central banking: some research priorities,Structural change and central banking,2021-09-24,15,data\ECB\Speeches\2021-09-24 - Structural change and central banking - Structural change and central banking_ some research priorities.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210924~da7423b5e8.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_44E968D14327,speech,Speeches,Monetary policy during an atypical recovery,Speech by Christine Lagarde,2021-09-28,19,data\ECB\Speeches\2021-09-28 - Speech by Christine Lagarde - Monetary policy during an atypical recovery.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210928~4cc57f558d.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_F202449FCAE4,speech,Speeches,Cyber risks and the integrity of digital finance,Fabio Panetta,2021-09-30,21,data\ECB\Speeches\2021-09-30 - Fabio Panetta - Cyber risks and the integrity of digital finance.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp210930~e58b5eed9b.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_A0D3078A11C6,speech,Speeches,Lessons from an unusual crisis,Lessons from an unusual crisis,2021-10-01,22,data\ECB\Speeches\2021-10-01 - Lessons from an unusual crisis - Lessons from an unusual crisis.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211001~ca589c6afc.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_A2EE0D7AED26,speech,Speeches,Dynamic regions at the heart of a strong Europe,Speech by Christine Lagarde,2021-10-05,26,data\ECB\Speeches\2021-10-05 - Speech by Christine Lagarde - Dynamic regions at the heart of a strong Europe.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211005~3419fc667f.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_1EC7A822435B,speech,Speeches,Prospects for inflation: sneezes and breezes,Prospects for inflation,2021-10-07,28,data\ECB\Speeches\2021-10-07 - Prospects for inflation - Prospects for inflation_ sneezes and breezes.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211007~ab617e7d60.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_B975D5772C8D,speech,Speeches,Stay safe at the intersection: the confluence of big techs and global stablecoins,Stay safe,2021-10-08,29,data\ECB\Speeches\2021-10-08 - Stay safe - Stay safe at the intersection_ the confluence of big techs and global stablecoins.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211008~3c37b106cf.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_5629E314DEFE,speech,Speeches,The monetary policy toolbox and the effective lower bound,Welcome address by Philip R. Lane,2021-10-11,32,data\ECB\Speeches\2021-10-11 - Welcome address by Philip R. Lane - The monetary policy toolbox and the effective lower bound.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211011~5a5d2e55f1.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_801080C01CCC,speech,Speeches,The contribution of finance to combating climate change,Speech by Christine Lagarde,2021-10-12,33,data\ECB\Speeches\2021-10-12 - Speech by Christine Lagarde - The contribution of finance to combating climate change.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211012~bfe7738d35.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_C8F1F176E3B6,speech,Speeches,IMFC Statement,Statement by Christine Lagarde,2021-10-14,35,data\ECB\Speeches\2021-10-14 - Statement by Christine Lagarde - IMFC Statement.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211014~0ebead6ce2.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_901CD5C9034D,speech,Speeches,Globalisation after the pandemic,Globalisation after the pandemic,2021-10-16,37,data\ECB\Speeches\2021-10-16 - Globalisation after the pandemic - Globalisation after the pandemic.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211016~25550329d5.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_6FAA5D4E180C,speech,Speeches,The role of supervisors and central banks in the climate crisis,Frank Elderson,2021-10-19,40,data\ECB\Speeches\2021-10-19 - Frank Elderson - The role of supervisors and central banks in the climate crisis.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211019~84d1b39bcb.en.html,speech_after_meeting,0.7
ECB_2021_09,ECB,2021-09-09,DOC_6DAFEE7C58A1,speech,Speeches,Overcoming the tragedy of the horizon: requiring banks to translate 2050 targets into milestones,Overcoming the tragedy of the horizon,2021-10-20,41,data\ECB\Speeches\2021-10-20 - Overcoming the tragedy of the horizon - Overcoming the tragedy of the horizon_ requiring banks to translate 2050 targets into milestones.txt,https://www.ecb.europa.eu/press/key/date/2021/html/ecb.sp211020~03fba70983.en.html,speech_after_meeting,0.7
ECB_2021_10,ECB,2021-10-28,DOC_3EFB23E47A68,other,Press Conference Q&A,"Christine Lagarde, Luis de Guindos: Monetary policy statement (with Q&A)","Christine Lagarde, Luis de Guindos",2021-10-28,0,"data\ECB\Press Conference Q&A\2021-10-28 - Christine Lagarde, Luis de Guindos_ Monetary policy statement (with Q&A).txt",https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is211028~939f22970b.en.html,other_in_meeting_window,0.4
ECB_2021_10,ECB,2021-10-28,DOC_6E4DD137ACBF,statement,Monetary Policy,Monetary policy decisions,,2021-10-28,0,data\ECB\Monetary Policy\2021-10-28 - Monetary policy decisions.txt,https://www.ecb.europa.eu/press/pr/date/2021/html/ecb.mp211028~85474438a4.en.html,anchor_statement,1.0
